Timestamp,LogPhase,Current Mode,Expected MCU Version,Actual MCU Version,Temperature_Inlet,Temperature_Outlet,Heater_PWM,Pressure1,Pressure2,Pressure3,Pressure4,Pressure5,Pressure6,Pressure7,Conductivity1,Conductivity2,Conductivity3,Bubble1_Status,Bubble2_Status,Temperature C1/T1,Temperature T2,Temperature T3,Temperature T4,Temperature C2/T5,Skin Temperature 1,Skin Temperature 2,Skin Temperature 3,Skin Temperature 4,Flow Sensor,Pump1_Ticks,NTC_1,NTC_2,NTC_3,NTC_4,NTC_5,NTC_6,Load Cell Raw,Load Cell Ref,Load Cell Relative,Volume Calculated
2026-03-02 09:26:00,INIT,STANDBY,v2.4.1,v2.4.1,37.1045,37.2009,45.72,1015.4631,1013.2044,1012.6408,1009.6029,1012.1739,1013.8922,1016.2947,1.46386,1.38864,1.50844,0,0,36.3832,36.9549,37.2521,37.3074,37.5504,34.0318,34.1212,34.0298,34.5146,129.673,78.3,37.9278,37.8359,37.9041,38.5168,39.2135,39.7744,2075.56,2048.0,27.5599,0.1971
2026-03-02 09:26:02,INIT,STANDBY,v2.4.1,v2.4.1,37.6687,37.7295,44.22,1015.0205,1012.3702,1012.7816,1010.2615,1012.4345,1012.9052,1016.603,1.4607,1.39318,1.50951,0,0,37.203,37.1351,37.6222,37.827,38.2656,34.1362,33.8221,34.3947,35.2452,126.259,82.6,37.0818,37.817,38.4366,38.7021,38.9315,39.6184,2079.34,2048.0,31.3363,0.2093
2026-03-02 09:26:04,INIT,STANDBY,v2.4.1,v2.4.1,36.6752,36.8033,44.19,1015.4238,1012.7062,1012.7753,1008.8973,1013.1642,1014.2425,1016.6869,1.46082,1.39558,1.5172,0,0,35.8349,36.6999,36.5697,36.8666,37.2914,33.8778,33.9399,34.3503,34.3382,132.244,87.8,37.0621,37.846,38.4797,38.5211,38.941,39.6229,2080.24,2048.0,32.2437,0.2203
2026-03-02 09:26:06,INIT,STANDBY,v2.4.1,v2.4.1,36.9772,37.7098,45.14,1015.0902,1012.7278,1012.0493,1009.657,1012.9121,1013.8697,1016.6774,1.48336,1.3795,1.49645,0,0,36.4268,36.2588,36.8104,37.2447,37.7831,33.4582,34.1546,34.3289,34.4581,130.446,92.9,37.137,37.2708,38.0954,38.696,39.2107,39.3328,2085.97,2048.0,37.9738,0.2324
2026-03-02 09:26:08,INIT,STANDBY,v2.4.1,v2.4.1,37.4874,37.8287,43.27,1014.862,1012.6726,1012.2614,1010.196,1014.1625,1014.437,1016.9777,1.46887,1.38432,1.51169,0,0,36.6238,36.7887,37.6071,37.7422,37.7259,34.7269,34.4201,34.5657,34.9014,129.54,97.9,37.0213,37.4327,38.0622,38.4703,38.9807,39.6248,2087.22,2048.0,39.216,0.2439
2026-03-02 09:26:10,INIT,STANDBY,v2.4.1,v2.4.1,37.1537,36.3757,42.23,1015.1531,1012.1311,1011.85,1010.2503,1013.472,1014.761,1016.6855,1.478,1.37712,1.50717,0,0,36.0943,36.8722,36.7855,37.8541,37.7988,33.6353,34.0173,34.1461,34.6492,132.021,103.3,36.6695,37.5505,38.1853,38.509,38.9207,39.5256,2081.75,2048.0,33.746,0.2571
2026-03-02 09:26:12,INIT,PRIMING,v2.4.1,v2.4.1,37.1712,37.6427,49.36,1014.2904,1012.6184,1011.8165,1010.4375,1013.2987,1015.051,1015.7163,1.46661,1.37679,1.49742,0,0,36.7942,37.1816,36.958,38.0284,37.8893,34.4505,34.5574,34.445,34.2476,127.875,108.5,36.9738,37.62,38.1051,38.3375,39.1654,39.409,2099.43,2048.0,51.4303,0.2705
2026-03-02 09:26:14,INIT,PRIMING,v2.4.1,v2.4.1,36.8438,36.6502,45.56,1013.9039,1011.7946,1011.8281,1010.3496,1014.5166,1014.6202,1015.6469,1.46956,1.36982,1.48496,0,0,36.2711,36.0712,37.1751,37.0431,37.7706,34.118,34.0081,34.8119,34.8289,125.798,112.7,37.0199,37.361,37.7822,38.3497,38.7671,39.2235,2085.82,2048.0,37.8194,0.279
2026-03-02 09:26:16,INIT,PRIMING,v2.4.1,v2.4.1,37.5293,37.8103,43.1,1013.9086,1011.8246,1012.4456,1011.0134,1014.4514,1014.2946,1015.9958,1.4791,1.37533,1.5079,0,0,36.7905,36.7318,37.3243,37.7759,37.7352,33.9173,34.6246,34.4385,34.5609,128.496,118.6,36.6632,36.9634,38.0515,38.2637,38.8279,39.3611,2090.91,2048.0,42.9108,0.2971
2026-03-02 09:26:18,INIT,PRIMING,v2.4.1,v2.4.1,37.5237,37.8682,44.06,1013.649,1011.1385,1012.5218,1011.458,1014.6503,1014.4683,1015.3228,1.47827,1.35863,1.49158,0,0,37.0634,37.2526,37.2376,37.9178,38.0817,33.7748,33.6672,34.2246,34.8171,122.187,123.4,36.7042,37.3085,37.4319,38.3349,38.8921,38.8088,2096.27,2048.0,48.2743,0.3092
2026-03-02 09:26:20,INIT,PRIMING,v2.4.1,v2.4.1,36.1076,36.7881,44.6,1013.1264,1011.0781,1013.1159,1011.5493,1014.7264,1014.8479,1015.2345,1.45652,1.35561,1.49163,1,0,36.4671,36.485,36.6156,37.0649,37.9532,34.002,34.5281,34.5524,34.8597,123.942,128.5,36.7072,36.7643,37.5435,38.2708,38.8996,38.9888,2101.22,2048.0,53.2238,0.3202
2026-03-02 09:26:22,INIT,PRIMING,v2.4.1,v2.4.1,36.4799,37.0036,43.37,1012.6161,1010.259,1012.6389,1011.5555,1014.5092,1014.1295,1015.3219,1.45573,1.34575,1.48177,0,0,36.4274,36.6418,37.1098,37.4648,37.9513,34.0441,33.7865,34.63,35.122,123.353,133.3,36.9994,37.0487,37.6155,38.1187,38.2791,38.5665,2100.11,2048.0,52.1138,0.333
2026-03-02 09:26:24,INIT,PRIMING,v2.4.1,v2.4.1,37.1154,37.52,41.0,1012.3698,1011.3263,1012.5359,1012.1426,1015.2195,1013.5577,1014.5477,1.46174,1.33756,1.47705,0,0,36.7171,36.8416,37.3994,37.736,37.72,34.2104,33.8139,34.4014,34.3367,123.759,138.6,36.4146,36.9121,37.6553,38.2321,38.506,39.0042,2092.3,2048.0,44.2985,0.3463
2026-03-02 09:26:26,INIT,PRIMING,v2.4.1,v2.4.1,37.1095,37.5321,45.56,1012.3148,1010.1108,1012.2956,1012.8863,1014.6008,1013.8303,1014.6224,1.4546,1.353,1.45842,0,0,36.9037,36.8372,37.2808,37.6832,38.1994,33.8036,34.641,34.4435,34.6825,119.967,142.6,36.3855,37.054,37.6286,37.8487,38.6277,39.0915,2101.17,2048.0,53.1704,0.3577
2026-03-02 09:26:28,INIT,PRIMING,v2.4.1,v2.4.1,36.5109,37.7492,44.02,1012.3648,1011.0947,1013.6427,1013.1507,1015.1201,1013.6406,1014.7507,1.45452,1.33865,1.46342,0,0,37.0479,37.1831,37.5914,37.5583,38.1872,33.9199,34.0143,34.5365,35.1138,117.583,148.6,36.2565,36.8339,37.5938,38.1497,38.0541,38.8346,2102.15,2048.0,54.1528,0.3724
2026-03-02 09:26:30,INIT,PRIMING,v2.4.1,v2.4.1,37.0916,37.111,47.02,1011.5953,1010.475,1013.0403,1013.0914,1014.8653,1013.3067,1013.9596,1.4792,1.33534,1.45855,0,0,36.6306,36.4329,36.8926,37.7643,37.1721,34.4413,34.0533,34.6525,34.758,118.437,154.0,36.5234,36.7728,36.7794,37.9625,38.1289,38.8433,2102.54,2048.0,54.5426,0.3848
2026-03-02 09:26:32,INIT,PRIMING,v2.4.1,v2.4.1,36.5175,37.3878,42.67,1011.4414,1010.7466,1013.8734,1013.5203,1014.8233,1013.9664,1013.7676,1.45622,1.34206,1.45148,0,0,36.0803,36.763,37.4013,37.412,37.8611,34.0264,34.0687,34.0872,34.3405,120.859,159.2,36.2195,37.143,37.339,37.9431,38.3214,38.4943,2097.71,2048.0,49.7084,0.3972
2026-03-02 09:26:34,INIT,PRIMING,v2.4.1,v2.4.1,36.6457,37.6828,39.47,1011.6145,1012.1049,1015.0626,1013.677,1014.7116,1013.0927,1013.4261,1.44269,1.35858,1.44688,0,0,36.714,36.7442,37.8011,37.4928,37.5867,33.5403,34.7151,34.0759,34.7949,115.912,164.8,36.8867,37.0822,37.3638,37.7609,37.9473,38.9024,2109.21,2048.0,61.2102,0.4107
2026-03-02 09:26:36,INIT,PRIMING,v2.4.1,v2.4.1,37.0119,37.8605,43.53,1011.5484,1011.1066,1013.5851,1013.3803,1014.9059,1012.7828,1012.9922,1.4392,1.32231,1.43356,0,0,36.4181,36.8841,37.2238,37.7265,38.3448,33.8536,34.2544,34.1248,34.1591,113.913,170.5,36.5966,36.3673,37.2174,37.7629,38.6734,38.808,2112.16,2048.0,64.1596,0.4273
2026-03-02 09:26:38,INIT,PRIMING,v2.4.1,v2.4.1,36.1193,37.0673,43.86,1011.7895,1011.5564,1015.0649,1013.868,1014.6378,1012.533,1013.9157,1.44467,1.35588,1.44637,0,0,36.2018,36.6387,36.4963,37.0347,37.4656,34.3916,33.8804,34.6444,34.2008,115.926,175.8,36.5753,37.096,37.0159,38.0839,38.3201,38.7728,2099.16,2048.0,51.1558,0.4371
2026-03-02 09:26:40,INIT,PRIMING,v2.4.1,v2.4.1,36.261,37.9883,44.1,1011.4328,1011.9426,1014.8345,1013.2803,1014.4547,1012.4781,1013.0708,1.44821,1.33638,1.42155,0,0,36.8871,37.3759,37.0954,37.5154,37.4712,33.8461,34.4481,33.8474,34.2789,112.533,180.9,36.8259,36.9963,37.2772,37.497,38.0692,38.8486,2089.92,2048.0,41.9189,0.45
2026-03-02 09:26:42,INIT,PRIMING,v2.4.1,v2.4.1,36.1592,37.1883,40.41,1012.2034,1011.5586,1014.0734,1013.4625,1014.1257,1011.09,1013.2618,1.43646,1.34934,1.4351,0,0,36.7789,36.2288,36.5172,37.4426,38.1917,34.2627,34.5463,34.3017,34.1761,114.52,185.9,36.697,37.3423,37.1615,37.4857,38.3409,38.4261,2098.65,2048.0,50.6506,0.4649
2026-03-02 09:26:44,INIT,PRIMING,v2.4.1,v2.4.1,36.3737,37.6565,42.37,1011.5665,1011.8657,1015.7392,1013.9013,1014.6932,1011.4497,1013.0685,1.43865,1.35564,1.41398,0,0,36.9623,37.0739,36.9584,37.5659,37.8891,33.717,34.0064,34.383,34.8598,112.8,190.9,37.1481,37.3031,37.0385,37.4957,38.0571,38.6721,2103.2,2048.0,55.2045,0.4776
2026-03-02 09:26:46,INIT,PRIMING,v2.4.1,v2.4.1,37.1384,37.6464,37.32,1011.6094,1011.3954,1016.0805,1014.1104,1014.4203,1011.1485,1012.6868,1.44368,1.34169,1.42171,0,0,37.1121,37.0275,38.2238,37.6684,37.8338,35.068,33.7848,34.5277,34.7658,111.599,196.2,36.9195,37.0125,37.4883,37.8024,37.7454,38.2835,2097.34,2048.0,49.3375,0.4907
2026-03-02 09:26:48,INIT,PRIMING,v2.4.1,v2.4.1,36.6584,37.4562,38.13,1010.867,1011.7096,1014.9306,1013.0053,1013.3671,1011.1914,1012.5872,1.4274,1.34608,1.42501,0,0,36.8035,36.9162,37.3555,37.0151,37.7598,34.2513,34.2546,34.6531,34.5927,107.595,201.9,37.0704,37.1962,37.2549,37.644,38.1102,38.3728,2091.83,2048.0,43.8331,0.5046
2026-03-02 09:26:50,INIT,PRIMING,v2.4.1,v2.4.1,36.0027,36.9905,42.18,1011.9566,1012.4966,1015.8439,1013.6764,1013.9324,1010.9159,1012.8167,1.41143,1.34331,1.40985,0,0,36.1916,36.5016,36.4071,37.2654,37.4313,33.8952,34.2213,34.2053,34.5009,111.268,206.8,37.0831,37.667,37.1681,37.7452,37.9873,38.8503,2087.87,2048.0,39.8707,0.5167
2026-03-02 09:26:52,PHASE_1,FT,v2.4.1,v2.4.1,35.6404,36.9759,38.15,1012.1225,1012.8709,1015.8878,1013.9456,1013.3384,1011.225,1012.9838,1.40013,1.34075,1.40242,0,0,36.2038,36.6232,37.2084,37.024,37.2474,33.4796,33.884,34.3642,34.7963,111.844,206.8,37.5462,37.3921,37.4414,37.3977,38.2665,38.6797,2100.0,2048.0,51.9994,0.5165
2026-03-02 09:26:54,PHASE_1,FT,v2.4.1,v2.4.1,35.9332,37.7178,39.23,1012.2478,1013.082,1016.1081,1013.5225,1012.9962,1010.6989,1012.5304,1.42343,1.36198,1.40971,0,0,36.1389,36.7808,36.7761,37.5885,37.8059,34.0115,34.805,34.1023,34.296,109.341,206.8,37.2253,37.3254,37.6567,37.6209,38.4868,38.6844,2082.81,2048.0,34.8073,0.5167
2026-03-02 09:26:56,PHASE_1,FT,v2.4.1,v2.4.1,35.7363,37.3748,35.85,1011.7836,1013.5089,1016.254,1013.3343,1012.4702,1010.3841,1013.0026,1.41871,1.33602,1.39989,0,0,35.9945,36.5788,36.8313,37.0267,37.1604,34.4154,33.6887,34.0533,34.6931,110.4,206.8,37.0362,37.3636,37.9162,37.6541,38.2965,38.4881,2087.48,2048.0,39.4774,0.5173
2026-03-02 09:26:58,PHASE_1,FT,v2.4.1,v2.4.1,36.0017,37.4632,38.39,1012.8379,1013.3223,1016.1198,1013.164,1012.7298,1010.871,1012.9058,1.40649,1.34582,1.39894,0,0,36.6669,36.8009,36.9365,36.9226,37.849,34.1828,34.1277,33.9348,34.6107,111.35,206.8,37.5111,37.6897,37.8019,38.0809,38.1781,38.0985,2088.49,2048.0,40.4908,0.5146
2026-03-02 09:27:00,PHASE_1,FT,v2.4.1,v2.4.1,36.2509,37.5866,34.26,1012.8632,1014.1003,1015.7905,1012.0755,1012.4254,1010.255,1013.4266,1.4156,1.34937,1.37648,0,0,36.304,36.6932,36.8049,37.1334,37.3253,33.9958,33.8718,33.7672,34.3664,108.917,206.8,37.255,37.4191,38.0664,37.7766,38.472,38.4336,2096.14,2048.0,48.1437,0.5159
2026-03-02 09:27:02,PHASE_1,FT,v2.4.1,v2.4.1,36.2721,37.1497,36.56,1013.4311,1014.5689,1015.9885,1012.0371,1012.0781,1011.0724,1013.7451,1.40228,1.36015,1.38274,0,0,36.4637,36.9514,36.9682,37.4409,37.9406,34.0222,34.4992,34.411,33.5897,107.428,206.8,37.7532,37.5169,37.8761,38.3093,38.3755,38.6913,2088.07,2048.0,40.0725,0.5179
2026-03-02 09:27:04,PHASE_1,FT,v2.4.1,v2.4.1,35.8308,37.0575,37.61,1013.4338,1014.0431,1016.051,1012.0012,1011.7373,1010.0619,1014.1733,1.38332,1.37264,1.39196,0,0,36.3107,36.588,36.5506,37.0679,37.6081,33.909,33.8944,35.1151,34.4731,108.84,206.8,37.4464,37.8323,37.9179,37.9905,38.4679,38.5123,2088.6,2048.0,40.5969,0.5173
2026-03-02 09:27:06,PHASE_1,FT,v2.4.1,v2.4.1,36.1517,37.2638,36.79,1013.2493,1014.2148,1016.4914,1012.1061,1012.2856,1010.6184,1014.0535,1.37737,1.3727,1.39519,0,0,36.3451,37.2262,36.9083,37.3562,37.7588,33.918,34.1569,34.797,34.6763,111.413,206.8,37.8252,37.9312,38.4579,38.2788,38.6018,38.7388,2084.32,2048.0,36.3184,0.5182
2026-03-02 09:27:08,PHASE_1,FT,v2.4.1,v2.4.1,35.5915,37.2556,35.77,1014.4068,1014.7105,1015.6959,1012.0785,1012.3418,1010.6534,1015.163,1.39411,1.3772,1.38574,0,0,36.4299,36.8136,37.0884,37.4285,38.0865,33.6283,34.1888,34.5158,34.9753,114.341,206.8,37.2819,37.5623,38.4523,38.0997,38.2379,38.8092,2084.05,2048.0,36.0529,0.5178
2026-03-02 09:27:10,PHASE_1,FT,v2.4.1,v2.4.1,36.4142,37.4364,32.08,1014.3586,1014.7592,1014.9903,1011.9305,1011.3734,1011.3245,1014.7009,1.37253,1.37609,1.37121,0,0,36.4998,36.8766,37.2057,37.1597,37.7285,34.4473,33.7389,34.1914,34.3177,111.419,206.8,37.6253,38.1713,38.2174,38.0653,38.4953,39.0434,2086.61,2048.0,38.6094,0.5147
2026-03-02 09:27:12,PHASE_1,FT,v2.4.1,v2.4.1,35.5553,36.3149,32.5,1014.9465,1015.0011,1015.8102,1011.3472,1010.9828,1011.2658,1015.0083,1.38229,1.37083,1.37723,0,0,36.7384,36.3133,37.0569,37.1493,37.9149,34.1327,34.513,34.1324,34.6124,115.869,206.8,37.312,38.0111,38.5241,38.4532,38.4225,38.9433,2083.14,2048.0,35.1365,0.5174
2026-03-02 09:27:14,PHASE_1,FT,v2.4.1,v2.4.1,36.1336,37.0325,35.32,1014.3006,1014.5193,1014.9348,1011.4965,1010.1673,1010.9929,1015.4047,1.36359,1.37903,1.39207,0,0,35.7025,36.7177,36.9771,36.7401,37.5193,33.5323,34.5901,34.4258,34.5097,112.003,206.8,37.2279,37.9217,38.6549,38.9123,38.8667,38.7219,2075.86,2048.0,27.8607,0.5162
2026-03-02 09:27:16,PHASE_1,FT,v2.4.1,v2.4.1,36.3214,37.7017,34.47,1014.4861,1015.1502,1014.5284,1010.8133,1010.9691,1011.9614,1015.5652,1.3745,1.39094,1.38653,0,0,36.5944,36.8953,36.9385,37.5191,37.4312,33.4173,34.2969,34.222,34.515,116.297,206.8,37.0915,37.9921,38.3724,38.6465,38.7335,38.679,2066.05,2048.0,18.0479,0.5191
2026-03-02 09:27:18,PHASE_1,FT,v2.4.1,v2.4.1,36.1142,37.7626,31.42,1014.3059,1014.8178,1014.4465,1010.9171,1011.445,1011.6677,1015.3709,1.38449,1.38775,1.39349,0,0,36.5105,36.8699,37.2374,37.6701,38.1413,34.1175,34.3614,34.5029,34.7772,116.323,206.8,36.8299,37.851,38.1075,38.4847,39.1269,38.8966,2077.49,2048.0,29.4868,0.5171
2026-03-02 09:27:20,PHASE_1,FT,v2.4.1,v2.4.1,36.2295,37.8066,29.65,1015.014,1015.2015,1015.0803,1011.0057,1010.8799,1011.7547,1016.5204,1.36097,1.39106,1.4047,0,0,36.457,37.2648,36.7121,37.2322,37.7191,33.8187,34.1814,33.9755,34.8824,116.373,206.8,36.8889,37.9506,38.5207,38.2613,39.2752,39.066,2074.22,2048.0,26.22,0.5169
2026-03-02 09:27:22,PHASE_1,FT,v2.4.1,v2.4.1,36.3496,37.0964,27.24,1016.1044,1014.0608,1013.7924,1010.3589,1010.9869,1012.0922,1015.8792,1.3653,1.39553,1.39957,0,0,36.3018,36.9923,37.3992,37.6075,37.7943,33.5544,33.8971,34.1614,34.7979,119.098,206.8,37.3323,37.878,38.5853,38.7637,38.8157,38.8165,2068.67,2048.0,20.6714,0.5176
2026-03-02 09:27:24,PHASE_1,FT,v2.4.1,v2.4.1,36.2406,37.1938,29.08,1015.1933,1013.8709,1014.343,1009.9489,1011.2087,1012.1179,1016.8344,1.35804,1.39316,1.4103,0,0,36.6479,36.7049,37.0285,37.6184,37.881,33.8662,34.1203,33.9092,34.7361,120.861,206.8,37.2941,37.572,38.3117,38.8159,39.028,39.2444,2062.84,2048.0,14.842,0.5176
2026-03-02 09:27:26,PHASE_1,FT,v2.4.1,v2.4.1,35.9601,37.0084,29.6,1015.4652,1014.6116,1013.4904,1009.1808,1011.6244,1013.3003,1016.8291,1.37176,1.40606,1.42,0,0,35.8167,36.6856,37.5386,37.8837,37.2533,34.1143,34.1573,34.1768,34.2713,119.876,206.8,36.8952,37.6027,38.4376,38.4654,38.9035,39.1822,2057.75,2048.0,9.7503,0.5153
2026-03-02 09:27:28,PHASE_1,FT,v2.4.1,v2.4.1,36.6928,37.7558,29.66,1015.6062,1014.439,1013.7735,1010.0802,1012.6197,1013.0219,1016.8118,1.36848,1.40867,1.43388,0,0,36.6826,36.8794,36.7654,37.3496,37.7814,33.8548,34.5773,34.2101,34.2031,122.329,206.8,36.6511,37.6758,38.2812,38.7227,38.7693,39.1109,2071.56,2048.0,23.5603,0.517
2026-03-02 09:27:30,PHASE_1,FT,v2.4.1,v2.4.1,36.4183,37.4514,28.13,1015.4314,1013.9144,1013.0543,1009.6008,1012.577,1013.0098,1016.6129,1.3738,1.41254,1.42583,0,0,36.1956,36.8813,37.4532,37.4843,37.5208,34.4542,33.8961,33.8983,34.6422,121.947,206.8,36.9007,37.9306,38.2977,38.5684,39.2271,39.2437,2052.1,2048.0,4.0969,0.5171
2026-03-02 09:27:32,PHASE_1,RUNNING,v2.4.1,v2.4.1,36.0687,36.0247,26.82,1015.6806,1013.6929,1012.5636,1009.3164,1012.1489,1013.2497,1017.375,1.35121,1.40129,1.42936,0,0,36.4733,36.6875,36.6879,37.143,37.0849,33.6908,34.4191,34.0848,34.8652,127.223,212.4,36.5166,37.3896,38.2018,38.6049,39.1607,39.3022,2053.64,2048.0,5.6435,0.5307
2026-03-02 09:27:34,PHASE_1,RUNNING,v2.4.1,v2.4.1,36.1628,37.6639,25.05,1015.1259,1012.9535,1012.8078,1010.1553,1011.8431,1013.7774,1017.0615,1.36229,1.4088,1.43731,0,0,36.2771,36.4581,36.5862,37.1181,37.4155,33.9469,34.055,34.0697,34.4718,128.636,217.2,36.5453,37.3518,38.1392,38.8323,38.8219,39.1018,2054.64,2048.0,6.6379,0.5417
